,util_diff,normal cdf V1-V3,normal cdf V3-V1,log normal cdf V1-V3,log normal cdf V3-V1,choice log prob
220,3.4672818,0.9997372,0.00026279688,-0.0002628314,-7.9711924,-0.0002628314
221,3.4694943,0.9997393,0.00026074052,-0.0002607447,-7.9711924,-0.0002607447
222,3.475659,0.9997452,0.00025480986,-0.0002548423,-7.9711924,-0.0002548423
223,3.4459765,0.99971545,0.00028455257,-0.00028459306,-7.9711924,-0.00028459306
224,3.4520297,0.9997218,0.00027817488,-0.00027821356,-7.9711924,-0.00027821356
225,3.4430978,0.99971247,0.0002875626,-0.00028757413,-7.9711924,-0.00028757413
226,3.4489322,0.99971855,0.00028142333,-0.00028149274,-7.9711924,-0.00028149274
227,3.457409,0.99972725,0.00027272105,-0.00027278805,-7.9711924,-0.00027278805
228,3.4476497,0.99971724,0.00028276443,-0.00028280442,-7.9711924,-0.00028280442
229,3.4508383,0.9997206,0.00027942657,-0.0002794656,-7.9711924,-0.0002794656
230,3.4583814,0.9997282,0.00027176738,-0.0002718341,-7.9711924,-0.0002718341
231,3.4478858,0.9997175,0.0002824962,-0.00028256592,-7.9711924,-0.00028256592
232,3.4468057,0.9997164,0.0002835989,-0.00028363912,-7.9711924,-0.00028363912
233,3.4429462,0.9997123,0.00028771162,-0.000287753,-7.9711924,-0.000287753
234,3.442422,0.9997117,0.00028830767,-0.00028834923,-7.9711924,-0.00028834923
235,3.4439182,0.9997133,0.00028669834,-0.00028673944,-7.9711924,-0.00028673944
236,3.4363678,0.9997053,0.00029471517,-0.0002947288,-7.9711924,-0.0002947288
237,3.445874,0.9997153,0.00028467178,-0.0002847123,-7.9711924,-0.0002847123
238,3.4431121,0.99971247,0.0002875626,-0.00028757413,-7.9711924,-0.00028757413
239,3.4416385,0.9997109,0.00028911233,-0.00028912432,-7.9711924,-0.00028912432
240,3.4491663,0.9997189,0.0002811253,-0.000281135,-7.9711924,-0.000281135
241,3.436662,0.99970555,0.00029447675,-0.00029449028,-7.9711924,-0.00029449028
242,3.464931,0.9997349,0.00026515126,-0.00026515662,-7.9711924,-0.00026515662
243,3.4613783,0.9997313,0.00026869774,-0.00026873383,-7.9711924,-0.00026873383
244,3.4672287,0.999737,0.0002629459,-0.00026301027,-7.9711924,-0.00026301027
245,3.4713526,0.999741,0.00025898218,-0.0002590157,-7.9711924,-0.0002590157
246,3.4667597,0.99973655,0.00026342273,-0.00026348722,-7.9711924,-0.00026348722
247,3.514496,0.9997797,0.00022029877,-0.00022032304,-7.9711924,-0.00022032304
248,3.5047529,0.9997715,0.00022852421,-0.00022855031,-7.9711924,-0.00022855031
249,3.5318296,0.99979365,0.00020635128,-0.00020637257,-7.9711924,-0.00020637257
250,3.5239317,0.9997874,0.00021260977,-0.00021263237,-7.9711924,-0.00021263237
251,3.5448678,0.99980354,0.00019645691,-0.0001964762,-7.9711924,-0.0001964762
252,3.540454,0.99980026,0.00019973516,-0.00019975512,-7.9711924,-0.00019975512
253,3.5695403,0.9998212,0.00017881393,-0.00017882993,-7.9711924,-0.00017882993
254,3.5922518,0.99983597,0.00016400218,-0.00016404543,-7.9711924,-0.00016404543
255,3.581285,0.99982905,0.00017097592,-0.00017096073,-7.9711924,-0.00017096073
256,3.5810335,0.9998288,0.00017115474,-0.0001711992,-7.9711924,-0.0001711992
257,3.5571525,0.9998126,0.0001874268,-0.00018741457,-7.9711924,-0.00018741457
258,3.548359,0.99980617,0.0001938343,-0.00019385309,-7.9711924,-0.00019385309
259,3.5715096,0.9998225,0.00017753243,-0.00017751839,-7.9711924,-0.00017751839
260,3.5680516,0.9998202,0.00017982721,-0.00017984338,-7.9711924,-0.00017984338
261,3.6009777,0.99984145,0.00015857816,-0.00015856093,-7.9711924,-0.00015856093
262,3.5620232,0.99981594,0.00018402934,-0.00018407608,-7.9711924,-0.00018407608
263,3.5256512,0.99978876,0.00021123886,-0.00021126117,-7.9711924,-0.00021126117
264,3.5547087,0.9998108,0.00018921494,-0.00018920304,-7.9711924,-0.00018920304
265,3.553078,0.9998096,0.00019037724,-0.00019039535,-7.9711924,-0.00019039535
266,3.5430114,0.9998022,0.00019782782,-0.00019784739,-7.9711924,-0.00019784739
267,3.5426493,0.999802,0.00019803643,-0.00019802623,-7.9711924,-0.00019802623
268,3.5246618,0.999788,0.00021201372,-0.00021203619,-7.9711924,-0.00021203619
269,3.5145516,0.9997797,0.00022029877,-0.00022032304,-7.9711924,-0.00022032304
270,3.5365825,0.99979734,0.00020265579,-0.00020267632,-7.9711924,-0.00020267632
271,3.5275738,0.9997903,0.00020965934,-0.00020971113,-7.9711924,-0.00020971113
272,3.4815872,0.99975073,0.00024923682,-0.00024929768,-7.9711924,-0.00024929768
273,3.4592862,0.99972916,0.0002708435,-0.00027088018,-7.9711924,-0.00027088018
274,3.4851105,0.99975395,0.00024601817,-0.00024607824,-7.9711924,-0.00024607824
275,3.4654508,0.99973536,0.00026464462,-0.00026467963,-7.9711924,-0.00026467963
276,3.4749978,0.99974453,0.0002554655,-0.00025549813,-7.9711924,-0.00025549813
277,3.4595819,0.99972945,0.00027054548,-0.00027058207,-7.9711924,-0.00027058207
278,3.465014,0.9997349,0.00026512146,-0.00026515662,-7.9711924,-0.00026515662
